Month;Tils. (land);Afganistan;Albania;Algeria;Amerikanska havið (fyrrv.);Amerikanska Samoa;Andorra;Angola;Anguilla;Antigua og Barbuda;Argentina;Armenia;Aruba;Aserbadjan;Avstralia;Avstralskt Osiania (fyrrv.);Bahamaoyggjar;Bangladesj;Barbados;Barein;Belgia;Belgia og Luksemborg (fyrrv.);Belis;Benin;Bermuda;Bolivia;Bonaire, Sint Eustatius og Saba;Bosnia-Hersegovina;Botsvana;Bouvetoyggj;Brasil;Bretland;Brunei;Bulgaria;Burkina Faso;Burundi;Butan;Caymanoyggjar;Ceuta;Ceuta og Melilla (fyrrv.);Chagosoyggjar;Cooksoyggjar;Curaçao;Danmark;Djibuti;Dominika;Dominikalýðveldið;Egyptaland;Ekvador;Ekvatorguinea;El Salvador;Eritrea;Estland;Esvatini;Etiopia;Eysturríki;Eysturtimor;Eysturtýskland (fyrrv.);Falklandsoyggjar;Fiji;Filipsoyggjar;Finnland;Fílabeinsstrondin;Frakland;Franska Gujana (fyrrv.);Franska Polynesia;Fronsku suðurøkini;Gabon;Gambia;Gana;Georgia;Gibraltar;Grenada;Grikkaland;Grønland;Guadeloupe (fyrrv.);Guam;Guatemala;Guinea;Guinea-Bissau;Gujana;Haiti;Heardoyggj og McDonaldsoyggjar;Honduras;Hong Kong;Hvítarussland;Ikki nærri útgreinað lond og øki;India;Indonesia;Irak;Iran;Italia;Írland;Ísland;Ísrael;Jamaika;Japan;Jemen;Jordan;Jólaoyggin;Jugoslavia (fyrrv.);Juguslavia uttan Slovenia, Kroatia og Bosnia Hersegovina;Kabo Verdi;Kambodja;Kamerun;Kanada;Kanariuoyggjar (fyrrv.);Kasakstan;Katar;Kekkia;Kekkoslovakia (fyrrv.);Kenja;Kili;Kina;Kirgisia;Kiribati;Kjad;Kokosoyggjar;Kolumbia;Komoroyggjar;Kongo;Kongo, Dem. Lýðveldið;Kosovo;Kosta Rika;Kroatia;Kuba;Kuvait;Kýpros;Laos;Lesoto;Lettland;Libanon;Liberia;Libya;Liktinstein;Litava;Luksemborg;Macao;Madagaskar;Malaisia;Malavi;Maldivoyggjar;Mali;Malta;Marokko;Marshalloyggjar;Martinique (fyrrv.);Mayotte (fyrrv.);Meksiko;Melilla;Miðafrikalýðveldið;Mikronesiasamveldið;Moldova;Mongolia;Montenegro;Montserrat;Mosambik;Móritania;Móritius;Myanmar;Namibia;Nauru;Nepal;Niðurlendskar Antilloyggjar (fyrrv.);Niðurlond;Niger;Nigeria;Nikaragua;Niue;Norðaru Marianaoyggjar;Norðurkorea;Norðurmakedónia;Noreg;Norfolksoyggj;Nýkaledónia;Nýsæland;Nýsælendska Osiania (fyrrv.);Oman;Pakistan;Palau;Palestina;Panama;Papua Nýguinea;Paraguai;Peru;Pitcairnoyggjar;Polarøkini (fyrrv.);Portugal;Pólland;Réunion (fyrrv.);Ruanda;Rumenia;Russland;Sambandsríki Amerika (USA);Sambia;Sameindu Emirríkini;Samoa;San Marino;Sao Tomi og Prinsipi;Saudiarabia;Sálomonsoyggjar;Senegal;Serbia;Serbia og Montenegro (fyrrv.);Seyskelloyggjar;Sierra Leona;Simbabvi;Singapor;Sint Maarten (Niðurlond);Slovakia;Slovenia;Smærri Osianiaoyggjar (USA);Somalia;Sovjetsamveldið (fyrrv.);Spania;Sri Lanka;St. Barthélemy;St. Helena, Ascension og Tristan da Cunha;St. Kitts og Nevis;St. Lusia;St. Pierre og Miquelon;St. Vinsent og Grenadinoyggjar;Sudan;Suðurafrika;Suðurgeorgia og Suðursandwichoyggjar;Suðurkorea;Suðursudan;Surinam;Sveis;Sveis og Liktinstein (fyrrv.);Svøríki;Sýria;Tadsjikistan;Tailand;Taivan;Tansania;Togo;Tokelau;Tonga;Trinidad og Tobago;Tunesia;Turkaland;Turkmenistan;Turks- og Caicosoyggjar;Tuvalu;Týskland;Uganda;Ukraina;Ungarn;Uruguai;Usbekistan;Vanuatu;Vatikanbýur;Venesuela;Vestursahara;Virginoyggjar (Bretland);Virginoyggjar (Bretland) og Montserrat (fyrrv.);Virginoyggjar (USA);Vjetnam;Wallis- og Futunaoyggjar
2005M11;286596062.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1280842.3;0;0;0;0;0;0;0;0;0;0;106362553.7;0;1700.0;0;0;0;0;0;0;0;0;0;29190980.9;0;0;0;0;0;0;0;0;407097.5;0;0;0;0;0;0;0;160931.9;935194.3;0;32391247.0;0;0;0;0;0;0;0;0;0;0;14726.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9237519.3;578707.5;1305913.7;0;0;846285.2;0;0;0;0;0;0;0;0;9028902.9;0;0;0;0;0;0;0;10001690.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123000.0;0;0;0;0;454185.8;20193.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2816839.2;0;1005119.2;0;0;0;0;0;25636921.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182023.9;0;0;0;0;1204278.9;2008202.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34808502.0;0;0;0;0;0;0;0;0;0;0;0;0;0;274028.0;0;1596277.1;0;0;2237794.6;0;0;0;0;0;0;0;0;0;0;0;10834427.1;0;1649977.5;0;0;0;0;0;0;0;0;0;0;0;0.0
2005M12;266783022.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659066.2;0;0;0;0;0;0;0;0;0;0;61346533.6;0;302548.8;0;0;0;0;0;0;0;0;0;37942065.3;0;0;0;0;0;0;0;0;257436.3;0;0;0;0;0;0;0;264687.9;1969592.8;0;24323372.8;0;0;0;0;0;0;0;0;0;312111.7;0;0;0;0;0;0;0;0;0;0;0;4032505.0;0;3185600.0;0;0;0;6935453.0;302228.5;1555454.1;0;0;2786794.5;0;0;0;0;0;0;0;0;10510915.3;0;0;0;0;0;0;0;266863.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240602.0;0;0;0;0;1849066.9;22695.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502736.9;0;6083274.9;0;0;0;0;0;14194527.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;515042.8;0;0;0;4008210.9;2540766.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38089741.1;0;0;0;0;0;0;0;0;0;0;0;0;0;345277.0;0;1628876.9;0;0;1344041.1;0;0;0;0;0;0;0;0;0;0;0;36458928.9;0;957868.0;0;0;0;0;0;0;0;0;0;0;48136.5;0.0
2006M01;267660878.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1497183.6;0;0;0;0;0;0;0;0;0;0;91865438.8;0;0;0;0;0;0;0;0;0;0;0;36208549.8;0;0;0;0;0;0;0;0;267122.3;0;0;0;0;0;0;0;0;954766.0;0;32100681.9;0;0;0;0;0;0;0;0;0;68000.0;1395690.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5733674.3;877164.8;1827823.2;0;0;7568104.2;0;0;0;0;0;0;0;0;10295568.4;0;0;0;0;0;0;0;3019645.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4115009.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3538606.1;0;2292860.0;0;0;0;0;0;6971273.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240130.1;70650.0;0;0;0;4053787.6;2330129.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30397935.5;0;0;0;0;0;0;30254.4;0;0;0;0;0;0;247254.0;0;1184926.7;0;0;0;73406.6;0;0;0;0;0;0;0;0;0;0;18435241.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
2006M02;319246724.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61423.9;0;0;0;0;0;0;0;0;0;0;87576008.6;0;0;0;0;0;0;0;0;0;0;0;37362517.0;0;0;0;0;0;0;0;0;423365.2;0;0;0;0;0;0;0;288469.0;1566765.1;0;26671488.3;0;0;0;0;0;0;0;0;0;9658770.6;1639389.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2496442.1;1285747.1;30956811.1;0;0;11748412.2;0;0;0;0;0;0;0;0;9113585.8;0;0;0;0;0;0;0;1373718.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549999.5;0;0;0;0;928796.5;102033.5;0;0;1852.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5100184.4;0;4803555.6;0;0;0;0;0;16628907.1;0;0;0;0;0;0;0;0;599525.0;0;0;0;0;0;198570.0;1031858.4;0;0;0;6820472.8;3481440.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24092361.8;0;0;0;0;0;0;0;0;0;0;0;0;0;297714.0;0;2304631.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28904818.2;0;1177088.0;0;0;0;0;0;0;0;0;0;0;0;0.0
2006M03;425062054.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1351879.9;0;0;0;0;0;0;0;0;0;0;110720527.6;0;0;0;0;0;0;0;0;0;0;0;48637058.5;0;0;0;0;0;0;0;0;123947.1;0;0;0;0;0;0;0;275715.7;1085241.3;0;47821117.0;0;0;0;0;0;0;0;1193920.0;0;25453456.1;7645447.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11634822.6;928001.4;21058690.2;0;0;13797558.5;0;0;0;0;0;0;0;0;3692778.4;0;0;0;0;0;0;0;4172388.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284438.0;0;0;0;0;153967.4;53198.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7774898.4;0;5960838.4;0;0;0;0;0;28872865.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318406.3;0;0;0;0;3092427.1;3621131.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49771859.2;0;0;0;0;0;0;106160.9;0;0;0;0;0;0;549379.2;0;2057483.1;0;0;0;193722.5;0;0;0;0;0;0;0;0;0;0;18443377.3;0;4215351.0;0;0;0;0;0;0;0;0;0;0;0;0.0
2006M04;256184062.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514693.6;0;0;0;0;0;0;0;0;0;0;103589204.5;0;0;0;0;0;0;0;0;0;0;0;15559462.6;0;0;0;0;0;0;0;0;123969.3;0;0;0;0;0;0;0;0;1515263.4;0;26783661.0;0;0;0;0;0;0;0;0;0;0;579601.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6601504.9;544068.7;3101654.7;0;0;13943191.1;0;0;0;0;0;0;0;0;3000176.6;0;0;0;0;0;0;0;2262977.4;0;0;0;0;0;0;0;0;0;0;0;0;0;158014.1;0;0;0;0;0;0;0;957852.7;43902.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3481531.9;0;4808308.0;0;0;0;0;0;19378721.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720592.1;0;0;0;3875699.0;203144.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30371352.6;0;0;0;0;0;0;0;0;0;0;0;0;0;412698.0;0;1594378.2;0;0;204885.0;0;0;0;0;0;0;0;0;0;0;0;11242879.8;0;523525.6;0;0;0;0;0;0;0;0;0;0;87148.1;0.0
2006M05;223809757.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162114.3;0;0;0;0;0;0;0;0;0;0;50401761.0;0;0;0;0;0;0;0;0;0;0;0;33098445.3;0;0;0;0;0;0;0;0;95065.1;0;0;1325.1;0;0;0;0;210331.6;673263.0;0;25380523.9;0;0;0;0;0;0;0;0;0;0;4004211.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6807119.4;2555023.1;3511788.9;0;0;14058368.0;0;0;0;0;0;0;0;0;3582100.0;0;0;0;0;0;0;0;2421619.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56286.2;0;0;0;0;6418879.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954971.8;0;1905938.4;0;0;0;0;0;17031856.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3925012.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27980527.8;0;0;0;0;0;0;0;0;0;0;0;0;0;1239282.7;0;2434195.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12948229.7;0;1951516.8;0;0;0;0;0;0;0;0;0;0;0;0.0
2006M06;354750836.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208538.2;0;0;0;0;0;0;0;0;0;0;93907022.1;0;30397.7;0;0;0;0;0;0;0;0;0;35086210.3;0;0;0;0;0;0;0;0;188413.7;0;0;0;0;0;0;0;0;959661.8;0;39343335.9;0;0;0;0;0;0;0;0;0;0;1984666.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12179049.7;327706.5;18558873.9;0;0;17342650.7;0;0;0;0;0;3091228.6;0;0;1331336.7;0;0;0;0;0;0;0;7677010.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1582628.4;0;0;0;0;150206.8;67643.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1037577.3;0;2659080.0;0;0;0;0;0;70379937.8;0;0;0;0;0;0;0;0;173000.0;0;0;0;0;0;203202.0;1121376.8;0;0;25674.0;5365954.1;536129.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15780164.0;0;0;0;0;0;0;0;0;0;0;0;0;0;3312825.3;0;1873453.7;0;0;370625.0;0;0;0;0;0;0;0;0;0;0;0;17737915.1;0;0;55878.5;0;0;0;0;0;0;0;0;0;101462.7;0.0
2006M07;313405182.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368929.1;0;0;0;0;0;0;0;0;0;0;87645296.3;0;0;0;0;0;0;0;0;0;0;0;29740748.7;0;0;0;0;0;0;0;0;633359.5;0;0;0;0;0;0;0;150062.3;594571.8;0;21994201.4;0;0;0;0;0;0;0;0;0;12991975.1;2354598.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5733727.1;1038783.9;1256995.1;0;0;18122715.3;0;0;0;0;0;0;0;0;4382993.5;0;0;0;0;0;0;0;18550252.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2330894.7;0;1637775.4;0;0;3591806.9;31170.4;0;0;293367.1;0;0;0;155491.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1207829.9;0;3500987.0;0;0;0;0;0;42063100.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126954.9;9802757.9;0;0;0;9085127.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18658046.1;0;0;0;0;0;0;434572.3;0;0;0;0;0;0;1358038.5;0;708464.7;0;0;0;196826.5;0;0;0;0;0;0;0;0;0;0;8187682.0;0;4475078.7;0;0;0;0;0;0;0;0;0;0;0;0.0
2006M08;325533085.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463503.2;0;0;0;0;0;0;0;0;0;0;73387438.9;0;0;0;0;0;0;0;0;0;0;0;44965160.3;0;0;0;0;0;0;0;0;69060.8;0;0;0;0;0;0;0;0;1158773.1;0;16486060.1;0;0;0;0;0;0;0;0;0;1090234.4;1900260.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3523478.1;1370248.0;14886960.8;0;0;6370431.7;0;0;0;0;0;0;0;0;4192145.2;0;0;0;0;0;0;0;11063367.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8383284.3;0;0;0;0;1311899.4;33525.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545214.0;0;2125168.5;0;0;0;0;0;76690002.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219393.0;10702707.9;0;0;0;10759694.6;1280079.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12322166.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2422489.0;0;2225878.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14211320.8;0;1275484.0;0;0;0;0;0;0;0;0;0;0;97653.9;0.0
2006M09;376509818.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106283538.4;0;0;0;0;0;0;0;0;0;0;0;41223772.4;0;0;0;0;0;0;0;0;1581640.6;0;0;0;0;0;0;0;0;12342447.8;0;40280765.5;0;0;0;0;0;0;0;0;0;3082090.0;245471.6;0;0;0;0;0;0;0;0;0;0;2440549.1;0;0;0;0;0;16288962.3;1769893.3;4519982.7;0;0;7004945.9;0;0;0;0;0;0;0;0;6579520.9;0;0;0;0;0;0;0;6931040.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086917.5;0;0;0;0;1210850.4;64047.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1194415.5;0;3951880.2;0;0;0;0;0;29881374.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248594.5;3100248.7;0;0;0;17460547.1;7495966.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29701333.8;0;0;0;0;0;0;0;0;0;0;300503.4;0;0;3344394.3;0;6038486.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15325672.3;0;2330142.6;0;0;0;0;0;0;0;0;0;0;199822.4;0.0
2006M10;413896387.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81232361.5;0;0;0;0;0;0;0;0;0;0;0;45633658.2;0;0;0;0;0;0;0;0;494586.7;0;0;0;0;0;0;0;0;352108.4;0;41281285.9;0;0;0;0;0;0;0;0;0;944425.2;1936949.7;0;0;0;0;0;0;0;0;0;578314.3;0;0;0;0;0;0;12450928.0;1169463.8;2589991.5;542792.3;0;4314394.7;0;0;0;0;0;0;0;0;3791972.7;0;0;0;0;0;0;0;3958037.1;0;0;0;0;0;0;0;0;0;0;0;0;0;88383.2;0;0;908403.3;0;0;0;0;2240030.5;60761.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4196659.2;0;3465048.3;0;0;0;0;0;122331672.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248466.0;1631769.0;0;0;0;15297794.0;2327557.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27321163.7;0;0;0;0;0;0;0;0;0;0;0;0;0;4956612.6;0;2079745.0;0;0;939007.0;0;0;0;0;0;0;0;3100045.2;0;0;0;21287923.5;0;46859.4;0;0;0;0;0;0;0;0;0;0;97216.8;0.0
2006M11;346913744.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1815970.8;0;0;0;0;0;0;0;0;0;0;61438986.8;0;0;0;0;0;0;0;0;0;0;0;47137711.6;0;0;410916.3;0;0;0;0;0;1540605.1;0;0;0;0;0;0;0;241748.7;2915469.6;0;37475576.2;0;0;0;0;0;0;0;0;0;0;1011571.5;0;0;0;0;0;0;0;0;0;0;9110218.7;0;0;0;0;0;11753539.3;379295.3;7216320.8;0;0;5510735.1;0;0;0;0;0;0;0;0;7424191.1;0;0;0;0;0;0;0;14793388.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1752442.2;44598.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4013858.4;0;5031769.0;0;0;0;0;0;47872078.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;724224.3;799727.2;0;0;0;16565869.5;2989447.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26083450.1;0;0;0;0;0;0;0;0;0;0;30124.5;0;0;3460742.6;0;2234382.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24615167.8;0;420735.6;0;0;0;0;0;0;0;0;0;0;98882.0;0.0
2006M12;300158280.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;621916.8;0;0;0;0;0;0;0;0;0;0;73708333.4;0;46041.8;0;0;0;0;0;0;0;0;0;49569338.7;0;0;0;0;0;0;0;0;112743.0;0;0;0;0;0;0;0;0;2086033.4;0;28978936.6;0;0;0;0;0;0;0;0;0;0;1920239.7;0;0;0;0;0;0;0;0;0;0;3277471.0;0;0;0;0;0;3751001.4;1056215.4;6607259.4;0;429874.9;9315751.7;0;0;0;0;0;0;0;0;3074411.8;0;0;0;0;0;0;0;2143361.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782975.0;126193.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7342621.1;0;4252737.3;0;0;0;0;0;17320268.6;0;0;0;0;0;0;0;0;432141.6;0;0;0;0;0;362030.8;449695.5;0;0;0;21681191.5;1232412.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29797.1;0;0;0;22454846.5;0;0;0;0;0;0;0;0;0;0;0;0;0;1581543.1;0;2383834.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32060487.6;0;876322.1;0;0;0;0;0;0;0;0;0;0;90252.5;0.0
2007M01;347423750.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137671.5;0;0;0;0;0;0;0;0;0;0;116889586.9;0;0;0;0;0;0;0;0;0;0;0;34633099.8;0;0;0;0;0;0;0;0;1326182.4;0;0;0;0;0;0;0;363256.6;1491809.8;0;40360979.5;0;0;0;0;0;0;0;0;0;0;640948.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5369302.6;4238913.1;6157820.7;0;429779.2;16557690.5;0;0;0;0;0;0;0;0;3932047.2;0;0;0;0;0;0;0;7371460.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259144.3;81309.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2049880.8;0;1749232.4;0;0;0;0;0;45774583.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2153809.4;0;0;0;3108708.8;3154920.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19494068.3;0;0;0;0;0;0;0;0;0;0;4094880.0;0;0;314685.2;0;1008342.9;0;0;610344.0;0;0;0;0;0;0;0;0;0;0;0;21401202.2;0;2174067.9;0;0;0;0;0;0;0;0;0;0;94021.4;0.0
2007M02;390417345.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125240.9;0;0;0;0;0;0;0;0;0;0;58034445.1;0;0;0;0;0;0;0;0;0;0;0;52332351.0;0;0;860823.3;0;0;0;0;0;51510.2;0;0;0;0;0;0;0;0;2610567.8;0;42405358.1;0;0;0;0;0;0;0;0;0;11113411.0;1956436.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6145328.6;453890.4;40694757.5;0;388962.0;15526781.9;0;0;0;0;0;0;0;0;5414933.0;0;0;0;0;0;0;0;14278612.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4132123.6;31496.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701069.0;0;0;0;0;0;0;0;0;0;0;0;5200264.1;0;4143931.7;0;0;0;0;0;41162188.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306821.0;3743011.1;0;0;721750.2;5196115.8;2913635.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46675897.4;0;0;0;0;0;0;0;0;0;0;718196.9;0;0;2545849.7;0;2294081.9;0;0;702579.0;0;0;0;0;0;0;0;0;0;0;0;15144966.5;0;494814.6;0;0;0;0;0;0;0;0;0;0;195142.3;0.0
2007M03;356804781.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308233.8;0;0;0;0;0;0;0;0;0;0;72174238.7;0;0;0;0;0;0;0;0;0;0;0;59864134.8;0;0;420033.9;0;0;0;0;0;128962.1;0;0;0;0;0;0;0;445220.1;2873530.1;0;31686035.7;0;0;0;0;0;0;0;0;0;0;236606.2;0;0;0;0;0;0;0;0;0;0;23000.0;0;0;0;0;0;7370708.9;688050.0;11910534.6;0;784845.0;14843825.0;0;0;0;0;0;0;0;17129.9;5019251.4;0;0;0;0;0;0;0;3470816.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142217.6;26020.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3162257.8;0;5289366.6;0;0;0;0;0;33818761.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500427.2;5905786.0;0;0;902485.0;11085056.9;7329127.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37831469.8;0;0;0;0;0;0;0;0;0;0;231125.3;0;0;2026460.9;0;4748761.3;0;0;0;241570.3;0;0;0;0;0;0;0;0;0;0;30605883.1;0;502108.3;0;0;0;0;0;0;0;0;0;0;190740.6;0.0
2007M04;354724812.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205252.2;0;0;0;427083.3;0;0;0;0;0;0;0;0;0;0;135240240.7;0;0;0;0;0;0;0;0;0;0;0;21183921.2;0;0;782500.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879348.8;0;23485729.4;0;0;0;0;0;5600000.0;0;0;0;1093221.3;1935778.6;0;0;0;0;0;0;0;0;0;0;9964.0;0;0;0;0;0;1638751.2;126238.7;5213397.3;0;392099.9;18352103.9;0;0;0;0;0;0;0;0;2845165.3;0;0;0;0;0;0;0;3019013.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;774366.4;58610.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3344463.1;0;19368234.3;0;0;0;0;0;47161336.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497988.2;4062060.3;0;0;429764.8;6864792.1;3158437.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22245139.8;0;0;0;0;0;0;0;0;0;0;3756.3;0;0;3508403.7;0;2270914.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18378525.2;0;75992.4;0;0;0;0;0;0;0;0;0;0;92217.3;0.0
