nýtsluland;1993 Jan;1993 Feb;1993 Mar;1993 Apr;1993 Mai;1993 Jun;1993 Jul;1993 Aug;1993 Sep;1993 Okt;1993 Nov;1993 Des;1994 Jan;1994 Feb;1994 Mar;1994 Apr;1994 Mai;1994 Jun;1994 Jul;1994 Aug;1994 Sep;1994 Okt;1994 Nov;1994 Des;1995 Jan;1995 Feb;1995 Mar;1995 Apr;1995 Mai;1995 Jun;1995 Jul;1995 Aug;1995 Sep;1995 Okt;1995 Nov;1995 Des;1996 Jan;1996 Feb;1996 Mar;1996 Apr;1996 Mai;1996 Jun;1996 Jul;1996 Aug;1996 Sep;1996 Okt;1996 Nov;1996 Des;1997 Jan;1997 Feb;1997 Mar;1997 Apr;1997 Mai;1997 Jun;1997 Jul;1997 Aug;1997 Sep;1997 Okt;1997 Nov;1997 Des;1998 Jan;1998 Feb;1998 Mar;1998 Apr;1998 Mai;1998 Jun;1998 Jul;1998 Aug;1998 Sep;1998 Okt;1998 Nov;1998 Des;1999 Jan;1999 Feb;1999 Mar;1999 Apr;1999 Mai;1999 Jun;1999 Jul;1999 Aug;1999 Sep;1999 Okt;1999 Nov;1999 Des;2000 Jan;2000 Feb;2000 Mar;2000 Apr;2000 Mai;2000 Jun;2000 Jul;2000 Aug;2000 Sep;2000 Okt;2000 Nov;2000 Des;2001 Jan;2001 Feb;2001 Mar;2001 Apr;2001 Mai;2001 Jun;2001 Jul;2001 Aug;2001 Sep;2001 Okt;2001 Nov;2001 Des;2002 Jan;2002 Feb;2002 Mar;2002 Apr;2002 Mai;2002 Jun;2002 Jul;2002 Aug;2002 Sep;2002 Okt;2002 Nov;2002 Des;2003 Jan;2003 Feb;2003 Mar;2003 Apr;2003 Mai;2003 Jun;2003 Jul;2003 Aug;2003 Sep;2003 Okt;2003 Nov;2003 Des;2004 Jan;2004 Feb;2004 Mar;2004 Apr;2004 Mai;2004 Jun;2004 Jul;2004 Aug;2004 Sep;2004 Okt;2004 Nov;2004 Des;2005 Jan;2005 Feb;2005 Mar;2005 Apr;2005 Mai;2005 Jun;2005 Jul;2005 Aug;2005 Sep;2005 Okt;2005 Nov;2005 Des;2006 Jan;2006 Feb;2006 Mar;2006 Apr;2006 Mai;2006 Jun;2006 Jul;2006 Aug;2006 Sep;2006 Okt;2006 Nov;2006 Des;2007 Jan;2007 Feb;2007 Mar;2007 Apr;2007 Mai;2007 Jun;2007 Jul;2007 Aug;2007 Sep;2007 Okt;2007 Nov;2007 Des;2008 Jan;2008 Feb;2008 Mar;2008 Apr;2008 Mai;2008 Jun;2008 Jul;2008 Aug;2008 Sep;2008 Okt;2008 Nov;2008 Des;2009 Jan;2009 Feb;2009 Mar;2009 Apr;2009 Mai;2009 Jun;2009 Jul;2009 Aug;2009 Sep;2009 Okt;2009 Nov;2009 Des;2010 Jan;2010 Feb;2010 Mar;2010 Apr;2010 Mai;2010 Jun;2010 Jul;2010 Aug;2010 Sep;2010 Okt;2010 Nov;2010 Des;2011 Jan;2011 Feb;2011 Mar;2011 Apr;2011 Mai;2011 Jun;2011 Jul;2011 Aug;2011 Sep;2011 Okt;2011 Nov;2011 Des;2012 Jan;2012 Feb;2012 Mar;2012 Apr;2012 Mai;2012 Jun;2012 Jul;2012 Aug;2012 Sep;2012 Okt;2012 Nov;2012 Des;2013 Jan;2013 Feb;2013 Mar;2013 Apr;2013 Mai;2013 Jun;2013 Jul;2013 Aug;2013 Sep;2013 Okt;2013 Nov;2013 Des;2014 Jan;2014 Feb;2014 Mar;2014 Apr;2014 Mai;2014 Jun;2014 Jul;2014 Aug;2014 Sep;2014 Okt;2014 Nov;2014 Des;2015 Jan;2015 Feb;2015 Mar;2015 Apr;2015 Mai;2015 Jun;2015 Jul;2015 Aug;2015 Sep;2015 Okt;2015 Nov;2015 Des;2016 Jan;2016 Feb;2016 Mar;2016 Apr;2016 Mai;2016 Jun;2016 Jul;2016 Aug;2016 Sep;2016 Okt;2016 Nov;2016 Des;2017 Jan;2017 Feb;2017 Mar;2017 Apr;2017 Mai;2017 Jun;2017 Jul;2017 Aug;2017 Sep;2017 Okt;2017 Nov;2017 Des;2018 Jan;2018 Feb;2018 Mar;2018 Apr;2018 Mai;2018 Jun;2018 Jul;2018 Aug;2018 Sep;2018 Okt;2018 Nov;2018 Des;2019 Jan;2019 Feb;2019 Mar;2019 Apr;2019 Mai;2019 Jun;2019 Jul;2019 Aug;2019 Sep;2019 Okt;2019 Nov;2019 Des;2020 Jan;2020 Feb;2020 Mar;2020 Apr;2020 Mai;2020 Jun;2020 Jul;2020 Aug;2020 Sep;2020 Okt;2020 Nov;2020 Des;2021 Jan;2021 Feb;2021 Mar;2021 Apr;2021 Mai;2021 Jun;2021 Jul;2021 Aug;2021 Sep;2021 Okt;2021 Nov;2021 Des;2022 Jan;2022 Feb;2022 Mar;2022 Apr;2022 Mai;2022 Jun;2022 Jul;2022 Aug;2022 Sep;2022 Okt;2022 Nov;2022 Des;2023 Jan;2023 Feb;2023 Mar;2023 Apr;2023 Mai;2023 Jun;2023 Jul;2023 Aug;2023 Sep;2023 Okt;2023 Nov
Ceuta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273.0;0;0;0;282.9;0;0;367.1;1019.1;350.1;0;0;0;660.3;1668.4;429.1;0;0;355.2;354.1;0;0;457.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chagosoyggjar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;672.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Danmark;46324.0;34969.2;32526.3;31035.8;44588.8;44321.0;40270.5;51930.0;49695.6;50946.9;75943.4;42576.4;51820.8;34138.5;47504.9;43500.8;35584.9;24124.7;34319.6;38526.1;65472.5;52276.0;54472.8;69074.9;36431.6;38149.1;47185.2;31369.8;33203.8;45151.1;28258.4;30659.1;36446.7;51742.6;36849.1;33461.9;31713.1;54123.5;53952.6;50802.0;57008.4;52507.6;38828.0;49177.9;45878.0;49192.5;65193.5;43608.8;65480.6;57785.9;37678.0;52311.5;45927.6;34646.8;65437.5;63562.5;70345.2;61423.8;47358.4;40847.9;60912.9;75730.3;42322.7;49803.8;55356.7;70870.2;54846.8;39270.5;56116.6;72861.4;66713.0;60587.6;66110.8;59134.4;79590.6;80787.3;73108.7;62727.1;58964.5;55957.6;81255.0;80318.5;87166.0;110439.2;70120.2;65171.9;84698.9;54314.3;70055.6;95095.6;70946.9;59044.8;92636.5;71842.6;69258.8;114707.8;57067.9;104679.3;110279.9;94938.4;70691.3;80786.5;87290.8;110580.3;98621.3;91017.5;114239.0;76783.0;86279.7;61667.5;80193.5;76882.2;75803.8;71107.8;61250.4;69174.9;71095.9;80383.8;68251.6;48946.8;67188.2;83727.8;78050.4;90551.6;35205.3;59864.2;81831.6;63074.2;65074.7;102873.4;94735.5;88295.9;64201.5;56240.6;90852.5;79805.1;52705.6;45563.1;46695.6;30672.1;72720.9;48546.5;63040.9;67656.9;49464.3;68725.6;55746.3;47841.3;43281.8;39747.7;41159.9;24722.6;45382.1;33758.6;29191.0;37942.1;36208.5;37362.5;48637.1;15559.5;33098.4;35086.2;29740.7;44964.4;42728.3;45544.4;47096.6;49512.1;34632.1;52332.4;59864.1;21177.9;58036.8;47092.7;13897.9;26398.4;46817.0;45181.8;60238.0;55253.1;55255.1;61098.0;45886.5;42510.5;48446.3;37588.6;24932.9;18645.1;28507.3;68299.3;56086.4;35336.8;42563.9;43834.4;50643.1;43421.5;30366.6;29677.6;41601.9;26632.8;44022.9;26113.7;30852.1;30203.8;49260.5;45669.4;39304.2;37550.4;34315.2;29385.2;30070.2;41110.7;32044.8;34493.0;40252.8;67417.0;36919.5;30986.2;44484.3;30486.9;29880.2;38013.4;52843.8;32046.2;29218.3;19013.2;35452.6;28311.0;35020.5;46683.0;57430.0;32963.1;46468.7;16734.3;33739.9;15884.8;17018.6;33046.2;36119.1;24266.3;54176.2;50033.2;25069.5;21307.5;12623.6;23144.1;21630.6;97355.5;25689.4;28383.8;34639.3;31898.3;58405.8;37504.9;19266.9;38383.3;69929.5;33362.4;17703.8;34370.0;54866.5;22854.7;25870.6;22962.3;32479.5;51129.4;61570.0;29487.6;39919.6;49296.0;46331.1;25412.3;38733.4;55123.7;63737.4;34390.8;64056.9;58346.1;82313.7;91573.8;41043.8;50198.1;43027.6;28064.6;41714.0;35586.8;45414.5;43468.1;40297.9;41535.0;53947.5;58087.6;91483.5;70609.2;46974.6;20046.8;54218.1;18264.7;35885.6;38330.7;19959.4;55248.8;50401.0;45016.0;83438.3;53942.4;54002.4;43814.8;55825.3;58376.8;81571.7;104216.8;121651.4;26767.9;77239.9;80549.0;132785.0;65424.3;68154.2;84560.7;149853.6;91547.1;77527.0;87138.6;42579.5;64102.3;90219.4;50297.0;77967.2;52604.7;63812.8;56555.4;66620.0;112936.9;106823.5;123796.6;112798.8;67980.3;129445.1;109526.1;144974.9;112395.7;87939.1;62685.3;129973.3;119338.3;94605.6;111104.0;96300.7;76858.3;130284.7;90312.6;142531.8;153261.2;137052.2;203849.0;176220.2;139553.6;175584.0;163083.5;159258.9;149383.7;151558.6;139691.0;130862.7;119783.2;261040.6;279734.4;273921.4;131495.3;159511.4
Dominika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625.7;0;0;0;0;0;0;0;0;0;0;0;710.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominikalýðveldið;0;0;0;7.8;14.8;0;0;0;3.5;3.5;97.7;67.4;0;98.6;348.9;0;0;0;36.4;7.2;5.1;0;235.4;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410.9;0;0;860.8;420.0;782.5;369.3;776.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.6;0;0;0;0;0;0;0;61.6;0;158.1;212.1;248.9;58.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70.0;0;0;0;0;0;0
Egyptaland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2085.5;0;0;699.2;0;0;0;2489.6;0;0;5290.0;0;0;5319.5;0;0;0;0;0;0;0;0;1226.0;0;0;2818.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1283.1;0;0;0;1171.7;1071.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;692.5;0;4519.0;0;0;542.9;0;0;1271.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177.7;1104.6;424.3;0;0;0;0;0;0;0;1678.2;1246.4;400.2;0;0;0;0;0;0;0;0;0;0;0;3602.3;5376.1;18905.2;3688.2;6891.0;0;0;0;0;0;0;0;0;7907.4;0;3950.4;6360.4;0;10710.2;2037.9;0;1400.5;0;0;0;2021.0;2742.5;0;0;1740.5;4159.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1020.7;0;0;0;0;0;0;0;0;3928.6;8285.7;0;0;0;0;0;523.6;0;0;0;1742.0;18317.7;15445.4;19298.1;13170.1;3227.3;0;2244.8;0;0;840.6;0;10109.4;14834.7;4847.0;9462.4;19598.7;25122.8;5280.7;3348.5;0;1102.1;0;4209.4;11520.3;7258.3;17381.8;9340.2;7733.5;10492.6;0;16837.2;21320.2;2267.4;0;9304.6;15939.9;6855.8;13656.8;7319.4;19814.9
Ekvador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;515.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;1297.7;0;0;0;0;0;48000.0;0;0;0;2872.6;0;0;0;0;0;0;0;0;0;0;0;0;0;294.5;0;0;0;453.6;0;0;0;0;0;0;273.8;0;0;0;0;0;0;0;327.0;0;118.8;0;128.0;0;0;0;145.0;0;0;0;0;0;0;0;0;0;933.8;2146.8;511.6;0;0;0;1053.5;369.9;821.0;776.9;1821.1;382.1;790.6;406.6;32.2;0.6;264.0;331.9;407.1;257.4;267.1;423.4;123.9;124.0;95.1;188.4;633.4;69.1;1581.6;365.5;1540.6;112.7;1326.2;51.5;129.0;0;0;0;0;473.1;0;1538.0;1118.9;1126.7;0;851.9;2496.3;1380.0;3066.6;2906.3;6883.9;2192.8;1905.1;488.7;1797.2;327.4;0;0;86.4;777.6;2716.0;4419.3;123.4;491.0;1574.0;1043.7;1963.6;871.0;0;1048.2;392.4;630.1;0;0;0;0;0;1825.4;58.3;643.3;0;0;737.1;4924.0;5540.0;3477.4;501.3;433.8;1328.7;1154.0;481.2;0;0;0;470.3;0;0;0;0;519.7;0;449.3;474.1;0;0;0;196.5;193.7;590.6;1109.1;2575.3;839.0;1355.3;1127.0;1588.7;759.6;1231.8;1329.6;2038.0;614.0;1590.3;1046.0;1350.1;0;1511.4;995.8;1121.5;636.7;152.6;277.7;0;0;0;0;0;0;0;0;471.8;377.9;440.7;95.0;181.6;0;0;0;478.4;0;516.4;349.8;329.7;358.6;89.7;208.4;0;88.0;0;139.8;2265.3;785.2;372.5;786.1;524.0;819.2;1451.8;465.5;855.6;732.0;1342.4;621.1;88.0;0;228.3;2547.3;338.1;52.8;0;1013.8;0;0;0;324.7;0;1035.3;642.0;2.5;620.1;297.4;630.5;594.6;631.2;177.2;1168.6;0;473.7;294.9;560.4;834.4;909.7;121.7;717.2;524.6;235.9;0;642.3;0;0;80.9;808.4;2058.9;2300.5;4190.9;0;136.8;730.0;3034.1;1282.2;3128.3;3888.8;942.8;3578.0;2739.6;5354.8;3009.8;2722.9;161.1;1257.1;547.4;140.1;1828.6;258.5;0;57.7;258.8;0
Etiopia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eysturríki;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;77.1;0;0;0;0;0;0;0;0;0;0;0;33.8;72.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;816.6;0;0;0;0;0;0;0;0;0;0;0;0;0;35.9;0;0;0;50.2;0;32.3;0;754.8;719.0;0;0;574.5;348.4;1075.2;533.5;532.9;1001.0;0;999.7;0;0;0;430.1;0;497.4;41.0;0;985.8;656.9;262.7;690.5;0;689.8;1773.5;0;0;0;0;0;0;0;28.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.0;0;0;0;0;0;0;0;0;0;0;0;26.4;0;0;0;0;131.4;0;0;0;0;0;0;0;0;87.5;0;0;0;0;0;140.4;0;0;0;0;114.1;0;172.2;0;0;0;0;0;0;0;0;0;114.1;0;0;0;0;0;133.0;0;0;0;0;900.8;0;88.8;0;0;447.7;0;0;0;417.7;0;455.2;201.6;434.1;0;409.3;417.1;583.8;0;227.3;1298.0;0;818.5;485.9;0;518.1;166.4;912.4;0;886.9;0;5.6;0;603.5;0;422.0;1019.4;0;973.7;811.5;0;0;0;0;394.4;128.2;0;1500.5;0;920.8;0;0;0;2469.7;601.7;515.8;1203.4;0;0;30.7;650.6;2549.0;0;1420.4;0;0;59.1;0;1544.5;0;0;1706.3;38.1;2696.7;0;2404.9;65.1;1453.7;0;1375.2;553.2;648.2;1255.3;1154.6;1422.6;470.8;1108.6;2136.6;1212.7;393.1;1933.2;1771.5;1575.4;1753.2;1304.4;3188.5;238.0;1504.5;2668.7;1263.9;3669.9;0;1223.2;1384.7;0;1272.2;0;2544.3;215.5;53.9;1050.0;495.3;4416.5;2112.3;0;1346.0;931.1;1342.6;1082.1;1765.8;1325.5;1345.5;0;2471.7;1549.0;0;1694.3;1550.6;1655.9;0;1552.1;0;0;369.8
Eysturtýskland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Filipsoyggjar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238.0;0;0;189.6;0;124.0;0;0;206.7;158.3;0;230.2;170.6;0;242.4;0;301.3;0;248.7;0;0;220.2;0;454.9;0;0;166.4;236.1;160.9;264.7;0;288.5;275.7;0;210.3;0;150.1;0;0;0;241.7;0;363.3;0;445.2;0;273.7;0;0;0;188.5;0;160.6;0;120.7;0;0;0;255.9;247.2;188.1;0;241.7;247.3;223.0;374.8;0;332.3;268.7;0;0;159.2;0;168.3;168.6;322.8;184.1;745.1;934.3;192.0;204.4;202.6;171.4;194.3;298.6;182.6;0;729.2;1041.0;945.7;0;187.2;0;221.9;0;0;0;236.9;163.3;0;336.0;159.3;758.9;381.8;223.5;188.1;205.2;209.7;217.1;0;194.4;450.2;168.1;186.9;0;189.3;200.5;367.1;0;529.6;195.9;0;885.6;228.1;0;339.3;0;633.0;476.3;0;0;446.7;0;0;0;0;0;192.9;0;0;250.2;0;207.0;311.6;412.2;0;163.2;273.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270.6;0;0;0;0;0;0;0;0;0;0;0;0;0;203.9;223.2;88.3;0;0;0;0;0;0;0;0;329.5;0;334.7;0;668.1;0;0;0;0;0;298.9;288.8;586.7;1097.4;303.1;214.1;0;0;0;0;0;0;0;0;0;0;0;0;0;177.1;198.7;0;0;320.3;0;166.5;0;0;0;0;472.7;767.4;523.8;1282.0;1340.4;2326.5;0
